Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Europe & Central Asia (excluding high income),ECA,Arable land (% of land area),AG.LND.ARBL.ZS,,29.41545488,29.56852314,30.53210042,30.44678368,30.48944205,30.70775253,30.51829919,30.85454751,32.29614945,31.76041052,32.00381416,32.7628822,32.73527973,32.26729232,31.95739182,31.91473345,32.17319298,32.25223643,33.07403736,32.54457172,32.71018657,31.10046046,30.46936753,31.48062181,31.59730499,31.55088265,32.06152842,31.83819931,31.9460999,31.65000063,31.67258447,19.57447022,19.5872395,19.5892842,19.59604216,19.29129559,19.16111169,19.09851758,19.03809008,18.58743193,18.38552314,18.21778912,18.1032545,18.14515874,18.15289464,18.17281012,17.96970702,17.88524325,17.84516068,17.85596561,17.7833004,17.80162346,17.86194663,17.86561487,17.88385148,17.87707556,17.83379262,17.77581478,17.68101874,17.71587215,17.77990867,17.83462051,
Europe & Central Asia,ECS,Arable land (% of land area),AG.LND.ARBL.ZS,,28.43305514,28.40364095,28.44649187,28.27513949,28.13218012,27.95535804,27.82338667,27.73772503,27.89964554,27.61182111,27.19173565,27.21668999,27.08903972,27.0029366,26.86939694,26.80961464,26.8569069,26.91891647,27.00444189,26.92478071,26.9322197,26.68646416,26.49152479,26.71045024,26.73271842,26.72603681,26.84076443,26.69995454,26.52968028,26.43798307,26.29698267,13.51700573,13.51810865,13.44456657,13.36085565,13.25588281,13.2832277,13.17196754,13.09381974,12.96271479,12.79871325,12.69979928,12.60382421,12.58893123,12.55626237,12.56150275,12.46106675,12.46765107,12.45206699,12.41418413,12.39316212,12.40931677,12.39603042,12.39095154,12.37763674,12.36257353,12.35474102,12.32045095,12.3160539,12.3172888,12.3339522,12.3313606,
Ecuador,ECU,Arable land (% of land area),AG.LND.ARBL.ZS,,6.158792082,6.158792082,6.176853056,6.176853056,6.19491403,6.19491403,6.212975004,6.19491403,6.212975004,6.231035977,6.249096951,6.267157925,6.285218899,6.332177431,6.212975004,6.068487213,5.96012137,5.815633579,5.707267736,5.570004335,5.779511631,5.606126282,5.63502384,5.689206762,5.743389684,5.797572605,5.837306748,5.869816501,5.71810432,5.79396041,5.938448201,5.898714059,5.667533593,5.855367721,5.685594567,5.804796995,5.812021384,6.45031406,6.482525366,6.506683846,6.039619907,5.475922049,5.230310839,5.141729747,5.218231599,4.964567563,4.811563859,4.976646803,4.829280077,4.776936705,4.653325817,4.621919794,4.807537446,3.905620873,4.300209373,3.929779353,4.159284909,3.897568046,3.982122725,4.179416975,4.12304719,3.921726526,
"Egypt, Arab Rep.",EGY,Arable land (% of land area),AG.LND.ARBL.ZS,,2.510422422,2.444120749,2.424029333,2.433070471,2.593801798,2.695263449,2.706313727,2.699281732,2.737455422,2.737455422,2.74750113,2.737455422,2.735446281,2.719373148,2.703300015,2.607865789,2.510422422,2.405947059,2.314531117,2.296448842,2.317544829,2.291667085,2.275091667,2.285659752,2.315535687,2.328595108,2.298457984,2.320558541,2.30649455,2.294439701,2.277361997,2.627233914,2.628138028,2.624601939,2.829875936,2.722848963,2.79162188,2.80638907,3.007684967,2.813802803,2.874077051,2.94941986,2.919282736,2.978552413,2.574714953,2.616906927,2.575719524,2.654076046,2.897182179,2.8861319,2.820834798,2.841930785,2.720347581,2.652257773,2.878976443,2.799503139,2.925278819,3.06293636,3.233713396,3.380380732,3.091064343,3.117183183,
Euro area,EMU,Arable land (% of land area),AG.LND.ARBL.ZS,,30.11165387,30.07414826,30.00058914,29.6552388,29.5115226,29.10638732,28.97565703,28.7339035,28.73195354,28.36718657,27.44220028,27.3212198,27.13170029,27.13270182,27.06845532,26.95568973,26.98714475,27.09526252,27.07884348,27.09220264,27.09932755,27.11476332,26.91908068,26.99287044,26.96531818,26.98739318,27.04772598,26.84133303,26.80199638,26.75444384,26.50294651,26.62218894,26.59629089,26.40115674,25.87722659,25.96582641,25.87425867,25.72521483,25.69305543,25.55137542,24.77593219,24.67762259,24.54019574,24.5728149,24.5685411,24.28383633,24.07548194,24.21078785,24.07383512,24.1012794,23.94026172,24.15181996,23.91591197,23.8085091,23.74838169,23.71071466,23.69343512,23.41260127,23.43833342,23.66735722,23.63591841,23.60817708,
Eritrea,ERI,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.930693069,4.326732673,4.336633663,3.653465347,3.871287129,4.930693069,4.930693069,5.544554455,5.564356436,5.564356436,5.910891089,4.94285853,5.122894691,5.537005623,5.535698372,5.534560297,5.699201497,5.699412819,5.698288554,5.698611818,5.700157914,5.700774525,5.698298624,5.698831192,5.69912425,5.69881919,5.698685898,5.700555802,5.700555802,5.700555802,
Spain,ESP,Arable land (% of land area),AG.LND.ARBL.ZS,,32.50630277,32.60634679,32.42426668,31.85201489,31.94605626,31.03165393,31.4938573,31.39781504,32.17815839,31.39381328,32.69238465,32.59033975,32.12213374,31.85192596,31.66543242,31.34095322,31.28878568,31.30943087,31.18468991,31.14901796,31.1716654,31.16365675,31.21959033,31.33709755,31.16290245,31.16490469,31.2029473,31.1889316,31.05878584,30.70438892,30.55021624,30.43608842,29.99759731,29.64520263,28.12149608,28.93240429,28.60203428,27.39868653,26.95619093,26.85370741,26.20556848,25.86766592,26.07519881,26.09279218,25.87308902,25.49200369,25.21688606,25.03608661,25.06116392,25.05549889,24.86396735,25.12944563,24.35177226,24.54569081,24.57310056,24.69589482,24.52974077,23.78736818,23.64496217,23.29945606,23.11243756,23.39451319,
Estonia,EST,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.30337344,25.14744043,22.38735551,20.6180703,20.85397499,20.94833687,20.9247464,20.26421326,19.88676575,15.97074782,14.47511205,12.85680585,12.25053079,13.96083982,13.18943147,14.13776834,14.10238264,14.06935598,15.2158528,14.91861288,14.63788629,14.67678859,15.04485852,15.52795031,16.0110421,15.88304094,15.97660819,16.14035088,16.23391813,16.37426901,16.5457524,
Ethiopia,ETH,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9.932,9.94,9.927,9.9,9.891,9.881,9.872,9.862,9.853,10.928,10.9551919,11.36186627,11.8694341,12.43807543,12.05598279,12.3587993,12.9057011,13.46228532,13.59759294,13.70847286,13.81964617,13.93039534,14.04092034,14.15015762,14.34303885,14.34734849,14.35008897,14.5592667,14.53162113,
European Union,EUU,Arable land (% of land area),AG.LND.ARBL.ZS,,31.76050754,31.66738606,31.50726729,31.26069821,31.05288101,30.75852377,30.61893946,30.43245455,30.3805198,30.10933004,29.44805574,29.31742536,29.15725292,29.13819083,29.06986756,28.98555482,28.98655067,29.05006215,29.01246728,28.99288767,28.96603539,28.96478059,28.82616595,28.90484616,28.89082453,28.90228666,28.95609189,28.81556624,28.59592396,28.55958002,28.35887586,28.25820941,28.50557714,28.30883746,27.92326213,27.9854441,27.9582169,27.670479,27.634875,27.40530013,26.77706924,26.42589326,26.20483393,26.10896207,25.99449423,25.8085891,25.43442488,25.6063315,25.54936075,25.29596414,25.24094691,25.28781127,25.09156017,25.05966711,24.99386488,24.89754166,24.89756421,24.76311295,24.86214806,24.84637877,24.85745395,24.76231339,
Fragile and conflict affected situations,FCS,Arable land (% of land area),AG.LND.ARBL.ZS,,6.019285805,6.048952085,6.082201655,6.113336815,6.130294601,6.117393919,6.145992225,6.193669101,6.2374825,6.202827531,6.227602443,6.24603111,6.205737111,6.182429652,6.175476441,6.222998589,6.238897895,6.261535091,6.308087106,6.341533592,6.332928682,6.361774174,6.374263746,6.388884164,6.426022532,6.466110615,6.458834956,6.483085505,6.492621648,6.628000861,6.790831528,8.641036305,8.789450841,8.824444382,8.99482644,9.092355859,9.101858035,9.137035198,9.19067829,9.212179473,9.265356775,9.323043542,9.461390062,9.450903658,9.571133397,9.649297311,9.778038013,9.759265543,9.900175125,10.02700919,10.19635279,10.16134062,10.27483717,10.33226959,10.37754725,10.46661349,10.54359575,10.62266331,10.65113747,10.6745868,10.71077093,10.75445342,
Finland,FIN,Arable land (% of land area),AG.LND.ARBL.ZS,,8.748481565,8.795758232,8.849601103,8.89589284,8.93167865,8.974030664,9.003578581,9.012442956,8.573820546,8.448077744,8.380774155,8.085294987,7.988115171,8.028497324,8.049509176,8.082668505,7.940510194,7.912603828,7.877802948,7.777668341,7.72415378,7.632226928,7.588561673,7.517318362,7.468400144,7.418496996,7.482845793,7.375160051,7.422108408,7.449029843,7.550149381,7.499917922,7.471026626,7.550149381,7.037328868,6.971338521,6.978561345,7.115138383,7.147641091,7.183755212,7.200827342,7.239567944,7.26813093,7.290784333,7.342657343,7.433165631,7.42115821,7.433695295,7.43106285,7.419545903,7.405640199,7.401033269,7.318766659,7.34081411,7.378171169,7.390345826,7.3769413,7.38023164,7.386569276,7.379746003,7.379559049,7.37297897,
Fiji,FJI,Arable land (% of land area),AG.LND.ARBL.ZS,,4.871373837,4.871373837,4.707170224,4.707170224,4.433497537,4.433497537,4.324028462,3.667214012,3.667214012,3.667214012,3.667214012,3.831417625,3.831417625,3.831417625,4.105090312,4.378762999,4.652435687,4.926108374,4.926108374,4.926108374,5.199781062,5.473453749,5.747126437,6.020799124,6.568144499,6.568144499,7.115489874,7.662835249,8.210180624,8.757525999,9.359605911,9.042145594,8.724685276,8.407224959,7.816091954,7.498631637,7.181171319,6.863711002,6.655719759,6.338259442,6.020799124,5.703338807,5.385878489,5.068418172,4.750957854,4.433497537,4.116037219,3.798576902,3.382594417,3.45922277,3.535851122,3.612479475,3.689107827,3.76573618,3.842364532,3.918992885,3.995621237,4.072249589,4.148877942,4.203612479,4.203612479,4.203612479,
France,FRA,Arable land (% of land area),AG.LND.ARBL.ZS,,35.80572936,35.6669333,35.52996351,34.84146203,34.32645562,33.71830976,33.01154564,32.1038925,32.0783248,31.80803775,31.1487565,31.09579484,31.22180705,31.55418708,31.65463159,31.28572629,31.53044564,31.69115687,31.77881753,31.90848227,32.00710051,32.2353835,32.26825625,32.52393319,32.73212727,32.86909706,33.17773565,32.53123824,32.34295044,32.4797376,32.56465887,32.59314859,32.93447731,33.04843617,33.18887586,33.24713368,33.36602346,33.4535015,33.51760336,33.51991628,33.50439307,33.55114534,33.50229161,33.54475343,33.56289847,33.49240353,33.39597521,33.36401507,33.3411864,33.42245647,33.37442495,33.38775689,33.43158794,33.4816284,33.74753679,33.52329712,33.72136052,33.10413345,32.76879941,34.21658202,34.25604275,34.06611366,
Faroe Islands,FRO,Arable land (% of land area),AG.LND.ARBL.ZS,,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.045845272,0.047277937,0.047277937,0.047277937,0.047277937,0.05124451,0.051094891,0.051094891,
"Micronesia, Fed. Sts.",FSM,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,3.571428571,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,
Gabon,GAB,Arable land (% of land area),AG.LND.ARBL.ZS,,0.349283968,0.388093298,0.426902627,0.465711957,0.504521287,0.543330617,0.582139946,0.620949276,0.659758606,0.698567936,0.737377265,0.776186595,0.814995925,0.853805255,0.90037645,1.001280708,1.059494703,1.113827764,1.12158963,1.129351496,1.137113362,1.144875228,1.152637094,1.16039896,1.168160826,1.175922692,1.183684558,1.191446424,1.19920829,1.206970156,1.214732022,1.222493888,1.230255753,1.238017619,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,1.261303217,
United Kingdom,GBR,Arable land (% of land area),AG.LND.ARBL.ZS,,29.6573389,29.90947795,30.0706816,30.39722234,30.33522093,30.27321953,30.21121812,30.07894846,29.60773778,29.35559873,29.47960154,29.46720126,29.2439962,29.21092878,28.39251023,28.49584591,28.60744844,28.66944984,28.22717315,28.59504815,28.54958046,28.57438102,28.51651304,28.61158186,28.8926549,28.68598355,28.66531641,28.46277849,27.70222792,27.3632869,27.14421527,27.09048072,25.17670401,24.43268714,24.53602282,25.20563799,26.32166329,25.84631918,24.4574877,24.2880172,23.35799611,23.91600876,23.39106353,24.05241185,23.68040342,25.18910429,25.15190344,24.82122928,25.00310007,24.67655934,25.05683462,25.67684868,25.89757368,25.76571736,24.84602984,24.90807465,25.1431381,24.95675361,25.15437689,24.71170256,24.84108709,24.78971893,
Georgia,GEO,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44049504,11.44049504,11.44049504,11.0951216,11.2390272,11.29658944,11.39732336,11.36854224,11.41171392,11.44049504,11.49805727,11.54122895,6.504533026,6.763563103,6.648438624,6.662829184,6.605266945,6.23111239,5.684271118,5.430997266,5.324507123,5.982155706,5.252554324,5.291408836,4.950352569,4.662541373,4.475464096,4.417901856,4.461073536,4.489854655,4.547416895,
Ghana,GHA,Arable land (% of land area),AG.LND.ARBL.ZS,,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.471213853,7.91069702,7.91069702,7.91069702,8.350180188,8.350180188,8.350180188,8.350180188,9.229146524,9.229146524,10.10811286,10.54759603,10.54759603,10.98707919,11.42656236,11.42656236,11.86604553,12.3055287,12.3055287,12.3055287,12.3055287,13.18449503,14.06346137,15.82139404,16.03347324,16.24555243,16.45763206,16.66971126,16.88179045,17.09386965,17.30594928,17.51802848,17.73010767,17.94218687,18.15426606,18.3663457,18.57842489,18.79050409,19.00258328,19.21466248,19.42674211,19.63882131,19.8509005,20.0629797,20.27505933,20.48776881,20.70012746,20.69985453,20.69985453,
Gibraltar,GIB,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Arable land (% of land area),AG.LND.ARBL.ZS,,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15090347,11.15497314,11.15904281,11.16311249,11.15497314,11.41979692,11.94058725,12.46224117,12.03872904,14.826577,14.92995564,16.92221797,17.26916083,18.69725134,19.51017825,19.84833632,20.50183054,21.08453239,19.9697196,20.1025057,20.34723018,20.66026941,
"Gambia, The",GMB,Arable land (% of land area),AG.LND.ARBL.ZS,,11.95652174,12.05533597,12.1541502,12.25296443,12.35177866,12.45059289,12.64822134,12.64822134,12.8458498,12.8458498,13.14229249,13.63636364,14.13043478,16.79841897,16.2055336,16.10671937,16.79841897,17.49011858,16.40316206,15.71146245,17.88537549,19.96047431,18.08300395,16.69960474,16.69960474,17.49011858,18.18181818,19.66403162,17.88537549,18.47826087,19.36758893,16.00790514,15.90909091,17.78656126,18.28063241,18.77470356,20.256917,21.24505929,22.23320158,23.12252964,24.11067194,25.09881423,26.08695652,26.97628458,27.96442688,28.95256917,29.94071146,36.75889328,42.29249012,44.46640316,44.46640316,44.46640316,44.46640316,44.46640316,44.46640316,44.46640316,43.47826087,43.47826087,43.47826087,43.47826087,43.47826087,43.47826087,
Guinea-Bissau,GNB,Arable land (% of land area),AG.LND.ARBL.ZS,,8.357041252,8.357041252,8.357041252,8.357041252,8.357041252,8.357041252,8.712660028,8.712660028,8.712660028,8.712660028,8.712660028,8.712660028,8.890469417,9.068278805,9.068278805,9.068278805,9.068278805,9.068278805,9.068278805,9.068278805,9.13940256,9.60170697,9.957325747,10.13513514,10.31294452,8.890469417,8.53485064,8.179231863,8.53485064,8.890469417,8.890469417,8.890469417,9.60170697,9.957325747,9.957325747,9.60170697,9.60170697,9.246088193,9.957325747,10.6685633,10.6685633,9.957325747,9.60170697,9.957325747,9.957325747,9.957325747,9.957325747,9.957325747,9.957325747,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,10.6685633,11.1964936,11.19786984,11.72133001,12.9933357,13.24885846,13.86885846,14.04569346,
Equatorial Guinea,GNQ,Arable land (% of land area),AG.LND.ARBL.ZS,,1.568627451,1.497326203,1.461675579,1.390374332,1.354723708,1.28342246,1.247771836,1.176470588,1.140819964,1.069518717,1.033868093,1.10516934,1.069518717,0.998217469,0.962566845,0.891265597,0.855614973,0.784313725,0.748663102,0.677361854,0.64171123,0.570409982,0.534759358,0.534759358,0.534759358,0.534759358,0.534759358,0.534759358,0.534759358,0.570409982,0.570409982,0.606060606,0.606060606,0.606060606,0.606060606,0.64171123,0.677361854,0.713012478,0.713012478,0.784313725,1.069518717,1.319073084,1.319073084,1.319073084,1.319073084,1.461675579,1.461675579,1.639928699,1.92513369,1.92513369,1.92513369,1.92513369,1.92513369,1.92513369,1.92513369,1.92513369,1.92513369,1.92513369,1.889483066,1.889483066,1.889483066,1.889483066,
Greece,GRC,Arable land (% of land area),AG.LND.ARBL.ZS,,21.67571761,22.21101629,23.71605896,23.28161365,23.20403413,23.23506594,23.42901474,23.68502715,23.40574088,23.35143522,23.20403413,23.15748642,22.94026377,22.8704422,22.56012413,22.40496509,22.24980605,22.67649341,22.72304112,22.52133437,22.69200931,22.71528317,22.49806051,22.66873545,22.42048099,22.33514352,22.26532196,22.21101629,22.44375485,22.49030256,22.2420481,22.21877424,22.02482545,22.00155159,21.88518231,21.79984484,21.63692785,21.59813809,21.42746315,21.26454616,21.10162917,21.07835531,21.03956555,20.39565555,20.47323507,20.04654771,19.91466253,19.82932506,19.75950349,19.91466253,19.79829325,19.70519783,19.47245927,17.25368503,16.84251358,16.60201707,16.62441738,16.61206129,16.51131575,13.99270908,14.06074399,14.05740884,
Grenada,GRD,Arable land (% of land area),AG.LND.ARBL.ZS,,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,14.70588235,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,2.941176471,2.941176471,2.941176471,2.941176471,2.941176471,2.941176471,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,8.823529412,
Greenland,GRL,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Arable land (% of land area),AG.LND.ARBL.ZS,,10.26502426,10.26502426,10.26502426,10.26502426,10.26502426,10.26502426,10.35834267,10.35834267,10.26502426,10.26502426,10.26502426,10.45166107,10.73161627,10.91825308,10.91825308,11.19820829,11.6648003,11.6648003,11.65546846,11.8514371,11.8980963,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.13139231,12.35535648,12.63531168,12.64464352,12.70063457,13.46985816,14.23908175,15.00830534,15.77752893,16.54675252,17.31597611,18.08510638,15.57484136,13.06457633,14.0537514,14.70698022,14.75363942,14.37663307,13.99962673,13.62262038,13.24561404,12.86860769,13.18495707,13.71780515,13.87644644,14.03508772,14.193729,14.35237029,14.50167973,14.50167973,14.50167973,
Guam,GUM,Arable land (% of land area),AG.LND.ARBL.ZS,,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,3.703703704,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,
Guyana,GUY,Arable land (% of land area),AG.LND.ARBL.ZS,,1.779268975,1.779268975,1.779268975,1.779268975,1.779268975,1.804687103,1.804687103,1.804687103,1.804687103,1.830105231,1.830105231,1.830105231,1.840272482,1.840272482,1.849123698,1.858606553,1.8680889,1.877571755,1.88705461,1.896536957,1.906019812,1.915502667,1.924985014,1.934467869,1.943950724,1.953433071,1.962915926,1.972398781,1.981881128,1.991363983,2.000846838,2.010329185,2.01981204,2.029294895,2.038777242,2.048260097,2.057742951,2.067225298,2.076708153,2.086191008,2.095673355,2.10515621,2.114639065,2.124121412,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,
High income,HIC,Arable land (% of land area),AG.LND.ARBL.ZS,,10.70649346,10.63575895,10.69566163,10.66177494,10.6513665,10.6331016,10.59512996,10.82237286,10.99599661,10.92043865,10.78846755,10.76495658,10.67640561,10.65814738,10.6137101,10.63659931,10.65656227,10.78411369,10.80109693,10.8212769,10.83662469,10.84629772,10.83560609,10.92525149,10.91351968,10.91217905,10.82264955,10.76481405,10.71956163,10.68975766,10.67324439,9.857249741,9.852948373,9.809055899,9.738159715,9.702614748,9.738914793,9.67893627,9.648639415,9.638745786,9.588107934,9.488916129,9.43128915,9.460185766,9.447123623,9.385129025,9.106304684,9.138184176,9.195061349,9.132307404,9.245881146,9.120587692,9.117102294,9.146792077,9.132602224,9.112851878,9.136465878,9.109280122,9.083248104,9.047884659,9.073870744,9.032173223,
"Hong Kong SAR, China",HKG,Arable land (% of land area),AG.LND.ARBL.ZS,,12.74509804,12.74509804,12.74509804,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,10.78431373,10.78431373,10.78431373,10.78431373,8.910891089,8.910891089,8,8,8,8,7,7.070707071,7.070707071,7.070707071,7.070707071,7.070707071,7.070707071,7.070707071,6.060606061,6.060606061,6.060606061,6.060606061,6.060606061,6.060606061,5.714285714,5.714285714,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,4.761904762,3.80952381,3.80952381,3.80952381,3.80952381,3.333333333,3.333333333,2.952380952,2.952380952,2.952380952,2.952380952,2.857142857,2.952380952,2.857142857,2.857142857,1.904761905,1.904761905,,
Honduras,HND,Arable land (% of land area),AG.LND.ARBL.ZS,,11.57386719,11.66324068,11.70792743,11.73473948,11.77942622,11.83305032,11.88667441,11.90454911,11.86879971,11.88667441,11.91348646,12.22629368,12.31566717,12.36929127,12.62847439,12.85190812,13.43283582,13.44177317,13.35239968,13.26302619,13.23621414,13.19152739,13.11109125,13.0842792,13.00384306,12.96809366,12.87872017,12.78934668,12.92340692,13.0664045,13.33452498,13.54008401,15.04155867,14.74662615,14.29975869,14.29975869,13.58477076,13.58477076,13.1200286,9.545088927,9.545088927,9.545088927,9.545088927,9.384216641,9.384216641,9.384216641,9.384216641,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,9.098221468,
Heavily indebted poor countries (HIPC),HPC,Arable land (% of land area),AG.LND.ARBL.ZS,,4.728617347,4.741519106,4.83373596,4.876496074,4.90352833,4.923863959,4.945305453,5.024620549,5.050178318,5.060253977,5.098344883,5.1088506,5.111738137,5.078256925,5.118703756,5.154944833,5.16667157,5.247824875,5.257032601,5.276439266,5.281899186,5.328216331,5.370417028,5.43079339,5.530122355,5.565185657,5.576840546,5.608954767,5.642174892,5.755389163,5.842430241,5.923757444,6.257334963,6.270553279,6.401051758,6.527982353,6.589770084,6.620382259,6.678156481,6.693691426,6.728649527,6.820581169,7.043490827,7.087117567,7.259550242,7.358088044,7.503497824,7.643299623,7.826652894,8.055881905,8.232230911,8.652011805,8.819997346,8.921114414,9.026525647,9.127796082,9.248639111,9.372941089,9.418196986,9.447638233,9.53398384,9.602771052,
Croatia,HRV,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6776963,18.99481309,19.74602039,19.97853693,17.61343337,17.5598428,19.47773207,19.10212842,15.05937902,15.25611675,15.345543,15.43849618,15.13472947,15.59931384,15.74226288,15.22407262,15.3795297,15.51533128,16.16038882,16.02280037,16.19612608,15.66006719,14.52540919,15.07576299,15.61718247,14.59867057,14.36637839,14.70588235,15.88634739,15.31451036,15.24303074,
Haiti,HTI,Arable land (% of land area),AG.LND.ARBL.ZS,,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,27.86647315,27.86647315,27.86647315,27.86647315,27.93904209,27.93904209,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,28.30188679,29.0275762,29.0275762,29.0275762,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,32.65602322,36.28447025,36.28447025,36.28447025,36.28447025,37.23984035,42.81567489,42.81567489,42.81567489,42.81567489,42.81567489,42.81567489,42.81567489,42.81567489,42.81567489,36.28447025,36.28447025,36.4658926,36.4658926,
